"Type","ID","POS","Angle","Animation","Frame","Other Data"
"unit",3,"630,550",0,"Human_Main_1pole_Charge/0",1,"Team:1"
"unit",3,"630,560",0,"Human_Main_1pole_Charge/0",1,"Team:1"
"unit",3,"630,570",0,"Human_Main_1pole_Charge/0",2,"Team:1"
"unit",3,"630,580",0,"Human_Main_1pole_Charge/0",2,"Team:1"
"unit",3,"630,590",0,"Human_Main_1pole_Charge/0",0,"Team:1"
"unit",3,"630,600",0,"Human_Main_1pole_Charge/0",0,"Team:1"
"unit",3,"630,610",0,"Human_Main_1pole_Charge/0",3,"Team:1"
"unit",3,"630,620",0,"Human_Main_1pole_Charge/0",3,"Team:1"
"unit",3,"630,630",0,"Human_Main_1pole_Charge/0",1,"Team:1"
"unit",1,"645,520",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"645,510",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"645,500",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"645,490",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",2,"645,480",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"645,470",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"645,460",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",1,"645,450",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"645,440",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"645,430",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"645,420",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",1,"645,410",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"645,400",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",2,"645,390",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"645,380",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",2,"645,370",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",2,"645,360",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",2,"645,350",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"645,530",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"645,540",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",1,"645,550",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"645,560",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"645,570",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"645,580",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"645,590",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"645,600",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"645,610",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",2,"645,620",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",2,"645,630",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"660,520",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",2,"660,510",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"660,500",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"660,490",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",2,"660,480",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"660,470",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",2,"660,460",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"660,450",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",1,"660,440",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"660,430",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"660,420",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",2,"660,410",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"660,400",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"660,390",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",1,"660,380",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",1,"660,370",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"660,360",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",2,"660,350",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",2,"660,530",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",1,"660,540",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"660,550",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"660,560",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",2,"660,570",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",2,"660,580",0,"Human_Main_1hand_Charge/0",3,"Team:1"
"unit",1,"660,590",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",1,"660,600",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",2,"660,610",0,"Human_Main_1hand_Charge/0",2,"Team:1"
"unit",1,"660,620",0,"Human_Main_1hand_Charge/0",1,"Team:1"
"unit",2,"660,630",0,"Human_Main_1hand_Charge/0",0,"Team:1"
"unit",5,"675,520",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,510",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,500",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,490",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,480",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,470",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,460",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,450",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,440",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,430",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,420",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,410",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,400",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,390",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,380",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,370",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,360",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,350",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,530",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,540",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,550",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,560",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,570",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,580",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,590",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,600",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,610",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,620",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",5,"675,630",0,"Human_Both_2gun_Shoot/0",5,"Team:1"
"unit",4,"690,520",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,510",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,500",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,490",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,480",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,470",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,460",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,450",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,440",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,430",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,420",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,410",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,400",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,390",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,380",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,370",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,360",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,350",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,530",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,540",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,550",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,560",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,570",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,580",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,590",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,600",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,610",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,620",0,"Human_Both_bow_Draw/0",6,"Team:1"
"unit",4,"690,630",0,"Human_Both_bow_Draw/0",6,"Team:1"
"effect","Bolt","500,520",270,"Base",0,
"effect","Bolt","500,510",270,"Base",0,
"effect","Bolt","500,500",270,"Base",0,
"effect","Bolt","500,490",270,"Base",0,
"effect","Bolt","500,480",270,"Base",0,
"effect","Bolt","500,470",270,"Base",0,
"effect","Bolt","500,460",270,"Base",0,
"effect","Bolt","500,450",270,"Base",0,
"effect","Bolt","500,440",270,"Base",0,
"effect","Bolt","500,430",270,"Base",0,
"effect","Bolt","500,420",270,"Base",0,
"effect","Bolt","500,410",270,"Base",0,
"effect","Bolt","500,400",270,"Base",0,
"effect","Bolt","500,390",270,"Base",0,
"effect","Bolt","500,380",270,"Base",0,
"effect","Bolt","500,370",270,"Base",0,
"effect","Bolt","500,360",270,"Base",0,
"effect","Bolt","500,350",270,"Base",0,
"effect","Bolt","500,530",270,"Base",0,
"effect","Bolt","500,540",270,"Base",0,
"effect","Bolt","500,550",270,"Base",0,
"effect","Bolt","500,560",270,"Base",0,
"effect","Bolt","500,570",270,"Base",0,
"effect","Bolt","500,580",270,"Base",0,
"effect","Bolt","500,590",270,"Base",0,
"effect","Bolt","500,600",270,"Base",0,
"effect","Bolt","500,610",270,"Base",0,
"effect","Bolt","500,620",270,"Base",0,
"effect","Bolt","500,630",270,"Base",0,
"effect","Arrow","525,520",270,"Base",0,
"effect","Arrow","525,510",270,"Base",0,
"effect","Arrow","525,500",270,"Base",0,
"effect","Arrow","525,490",270,"Base",0,
"effect","Arrow","525,480",270,"Base",0,
"effect","Arrow","525,470",270,"Base",0,
"effect","Arrow","525,460",270,"Base",0,
"effect","Arrow","525,450",270,"Base",0,
"effect","Arrow","525,440",270,"Base",0,
"effect","Arrow","525,430",270,"Base",0,
"effect","Arrow","525,420",270,"Base",0,
"effect","Arrow","525,410",270,"Base",0,
"effect","Arrow","525,400",270,"Base",0,
"effect","Arrow","525,390",270,"Base",0,
"effect","Arrow","525,380",270,"Base",0,
"effect","Arrow","525,370",270,"Base",0,
"effect","Arrow","525,360",270,"Base",0,
"effect","Arrow","525,350",270,"Base",0,
"effect","Arrow","525,530",270,"Base",0,
"effect","Arrow","525,540",270,"Base",0,
"effect","Arrow","525,550",270,"Base",0,
"effect","Arrow","525,560",270,"Base",0,
"effect","Arrow","525,570",270,"Base",0,
"effect","Arrow","525,580",270,"Base",0,
"effect","Arrow","525,590",270,"Base",0,
"effect","Arrow","525,600",270,"Base",0,
"effect","Arrow","525,610",270,"Base",0,
"effect","Arrow","525,620",270,"Base",0,
"effect","Arrow","525,630",270,"Base",0,
"effect","Arrow","540,520",270,"Base",0,
"effect","Arrow","540,510",270,"Base",0,
"effect","Arrow","540,500",270,"Base",0,
"effect","Arrow","540,490",270,"Base",0,
"effect","Arrow","540,480",270,"Base",0,
"effect","Arrow","540,470",270,"Base",0,
"effect","Arrow","540,460",270,"Base",0,
"effect","Arrow","540,450",270,"Base",0,
"effect","Arrow","540,440",270,"Base",0,
"effect","Arrow","540,430",270,"Base",0,
"effect","Arrow","540,420",270,"Base",0,
"effect","Arrow","540,410",270,"Base",0,
"effect","Arrow","540,400",270,"Base",0,
"effect","Arrow","540,390",270,"Base",0,
"effect","Arrow","540,380",270,"Base",0,
"effect","Arrow","540,370",270,"Base",0,
"effect","Arrow","540,360",270,"Base",0,
"effect","Arrow","540,350",270,"Base",0,
"effect","Arrow","540,530",270,"Base",0,
"effect","Arrow","540,540",270,"Base",0,
"effect","Arrow","540,550",270,"Base",0,
