"ID","Name","Description"
"L41","Combat Aid",
"L42","Emergency Treatment",
"L43","Unity",
"L44","Fire Trap",
"L45","Smoke Trap",
"L46","On The Defensive",
"L47","Diversion",
"L48","Emperor's Decree",
"L49","King's Command",
"L50","Lord's Order",
"L51","Honourable Chivalry",
"L52","Heroic Valour",
"L53","Marathon Sprint",
"L54",,
"L55","Holy Ordinance",
"L56","Divine Potency",
"L57","Great Enlightenment",
"L58","Divine Purity","Purity of the soul and mind reaching the status of divinity. No mere man can hope to accomplish such a feat. "
"L59","Devout Submission",
"L60",,
"L61","Conqueror's Destiny","The star aligns, and it is time for the dynasty to change. Some say the ruler's throne has a will of its own, and it will choose only those who deserve of it. No one can deny destiny. Not even the conqueror himself."
"L62","Wondrous Recovery",
"L63","Chieftain's Guidance",
"L64","Land Supremacy","Complete control over land is now established under the supreme leadership. The battle is simply as good as over."
"L65","Commence The Hunt","The hunting party is commenced. All are nothing more than prey in the eyes of true hunters."
"L66","God Of War",
"L67","Liberty Or Death","Liberty or death! The spirit of revolution and rebellion throughout history against the oppressors never truly die."
"L68","Masterful Ambush",
"L69","Mastermind Perpetration",
"L70","Demon Curse","Some curses are worse than death. This one is definitely one of those."
"L71","Blessing Of Heart",
"L72","Cooperation Support",
"L73","New Choosing",
"L74","Ingenious Manipulation",
"L75","Enforce Authority",
"L76","Illustrative Grandstanding",
"L77","Sense Recover",
"L78","Legend Manifestation",
"L79","Unleash Hell",
"L80","Undead Rising",
"L81","Triumphant Of The Worthy",
"L82","Omen Of Victory",
"L83","God Speed",
"L84","March Of The Four Wind",
"L85","Bribery Betrayal","No man can resist the temptation of wealth when they can grasp it. Loyalty can be bought with the right amount of bribe."
"L86","Blazing Heart",
"L87","Precise Execution",
"L88","Absolute Might","Only those with might can truly rule. The strongs not only survive, they can exploit, dominate, and eradicate the weaks at will."
"L89","Dream Of Unification",
"L90","Zero To One",
"L91","Guardian Star",
"L92","Finest Archer","One arrow is enough to win the battle when it reaches the right place."
"L93","Grand Combat",
"L94","Dread Fury",
"L95","Paragon Providence",
"L96","Will Domination","All will can crumble. A simple trick to the mind and even the strongest of will shall fall to the string of manipulation."
"L97","Salvation",
"L98","Master Plan Initiative",
"L99","Saint Exemplar",
"L100","Foundation Of An Empire",
"L101","Great Destruction",
"L102","Abandon All Hope","Abandon everything. You must flee and survive at any cost."
"L103","Feast Of Death",
"L104","Blood Dance",
"L105","Song Of Peace",
"L106","Handicap",
"L107","Challenge Creation",
"L108","Escalation Of Conflict",
"L109","Inevitable End",
"L110","Command Collapse",
"L111","Web Of Deception",
"L112","Reign Of Order",
"L113","Natural Chaos ",
"L114","Imperial Decree",
"L115","Legislate Hegemony",
"L116","Forgotten Pain",
"L117","Crisis Measurement",
"L118","Unwavering Faith",
"L119","Military Masterpiece",
"L120","Miracle Fortuity",
"L121","Winning Move",
"L122","Torment Tempest",
"L123",,
"L124",,
"L125",,
"L126",,
"L127",,
"L128",,
"L129",,
"L130",,
"L131",,
"L132",,
"L133",,
"L134",,
"L135",,
"L136",,
"L137",,
"L138",,
"L139",,
"L140",,
"L141",,
"L142",,
"L143",,
"L144",,
"L145",,
"L146",,
"L147",,
"L148",,
"L149",,
"L150",,
"L151",,
"L152",,
"L153",,
"L154",,
"L155",,
"L156",,
"L157",,
"L158",,
"L159",,
"L160",,
"L161",,
"L162",,
