12,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","300,200","4,1,1,1","0,0,0,0",0,180
13,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","400,200","4,1,1,1","0,0,0,0",0,180
14,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","500,200","4,1,1,1","0,0,0,0",0,180
15,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","600,200","4,1,1,1","0,0,0,0",0,180
2000,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","100,300","25,1,1,1","0,0,0,0",1,0
2001,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","200,300","25,1,1,1","0,0,0,0",1,0
2002,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","300,300","25,1,1,1","0,0,0,0",1,0
2003,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","400,300","25,1,1,1","0,0,0,0",1,0
2004,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","500,300","25,1,1,1","0,0,0,0",1,0
2005,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","600,300","25,1,1,1","0,0,0,0",1,0
2006,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","700,300","26,1,1,1","0,0,0,0",1,0
2007,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","800,300","26,1,1,1","0,0,0,0",1,0
2008,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","900,300","26,1,1,1","0,0,0,0",1,0
2009,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","100,400","26,1,1,1","0,0,0,0",1,0
2010,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","200,400","26,1,1,1","0,0,0,0",1,0
2011,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","300,400","26,1,1,1","0,0,0,0",1,0
2012,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","400,400","27,1,1,1","0,0,0,0",1,0
2013,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","500,400","27,1,1,1","0,0,0,0",1,0
2014,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","600,400","27,1,1,1","0,0,0,0",1,0
2015,"1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1","700,400","27,1,1,1","0,0,0,0",1,0
