"Type","ID","POS","Angle","Animation","Frame","Other Data"
"subunit",29,"400,460",-90,"Human_1hand_Idle/0",0,"Team:2"
"subunit",29,"390,460",-90,"Human_1hand_Idle/0",3,"Team:2"
"subunit",29,"410,460",-90,"Human_1hand_Idle/0",1,"Team:2"
"subunit",29,"380,460",-90,"Human_1hand_Idle/0",1,"Team:2"
"subunit",27,"430,490",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"430,530",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"430,520",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"430,510",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"430,500",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"430,490",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"430,480",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"430,470",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"420,530",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"420,520",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"420,510",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"420,500",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"420,490",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"420,480",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",27,"420,470",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
,,,,,,
,,,,,,
"subunit",21,"450,520",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,510",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,500",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,490",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,480",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,470",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,460",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,450",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,440",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,430",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,420",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,410",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,400",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,390",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,380",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,370",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,360",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,350",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,530",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,540",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,550",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,560",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,570",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,580",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,590",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,600",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,610",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,620",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"450,630",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,520",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,510",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,500",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,490",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,480",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,470",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,460",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,450",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,440",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,430",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,420",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,410",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,400",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,390",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,380",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,370",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,360",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,350",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,530",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,540",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,550",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,560",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,570",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,580",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,590",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,600",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,610",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,620",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",21,"460,630",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
,,,,,,
"subunit",26,"440,520",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,510",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,500",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,490",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,480",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,470",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,460",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,450",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,440",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,430",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,420",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,410",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,400",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,390",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,380",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,370",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,360",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,350",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,530",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,540",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,550",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,560",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,570",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,580",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,590",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,600",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,610",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,620",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
"subunit",26,"440,630",-90,"Human_Sub_shield_Bash/0",1,"Team:2"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"subunit",19,"430,460",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"430,450",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"430,440",-90,"Human_1pole_Idle/0",3,"Team:2"
"subunit",19,"430,430",-90,"Human_1pole_Idle/0",3,"Team:2"
"subunit",19,"430,420",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"430,410",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"430,400",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"430,390",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"430,380",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"430,370",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"430,360",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"430,350",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"430,540",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"430,550",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"430,560",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"430,570",-90,"Human_1pole_Idle/0",3,"Team:2"
"subunit",19,"430,580",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"430,590",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"430,600",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"430,610",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"430,620",-90,"Human_1pole_Idle/0",3,"Team:2"
"subunit",19,"430,630",-90,"Human_1pole_Idle/0",3,"Team:2"
"subunit",19,"420,460",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"420,450",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"420,440",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"420,430",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"420,420",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"420,410",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"420,400",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"420,390",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"420,380",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"420,370",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"420,360",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"420,350",-90,"Human_1pole_Idle/0",3,"Team:2"
"subunit",19,"420,540",-90,"Human_1pole_Idle/0",3,"Team:2"
"subunit",19,"420,550",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"420,560",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"420,570",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"420,580",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"420,590",-90,"Human_1pole_Idle/0",1,"Team:2"
"subunit",19,"420,600",-90,"Human_1pole_Idle/0",3,"Team:2"
"subunit",19,"420,610",-90,"Human_1pole_Idle/0",2,"Team:2"
"subunit",19,"420,620",-90,"Human_1pole_Idle/0",0,"Team:2"
"subunit",19,"420,630",-90,"Human_1pole_Idle/0",1,"Team:2"
